idhous;sex;birthyr;nat_1_02;plingu02;p02r01;p02r04;cspfaj;cspmoj;a15;a16;a17;a18;a19;a20;a21;a22;a23;a24;a25;a26;a27;a28;a29;a30;wp00tbgp;wp00tbgs
136041;woman;1944;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;academic professions and senior management;intermediate professions;0;0;0;0;0;0;0;0;0;3;3;3;7;7;7;7;1258.09008789062;1.11653506755829
71211;woman;1938;Switzerland;german;Protestant or Reformed Church;once a week;unqualified non-manual and manual workers;NA;0;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;1431.52954101562;1.27045977115631
108851;man;1943;Switzerland;german;no denomination or religion;a few times a year;qualified manual professions;NA;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;6;991.184387207031;0.879660427570343
24971;man;1955;Switzerland;german;NA;NA;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;0;3;3;6;6;6;6;812.339050292969;0.720938086509705
146681;woman;1931;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;NA;other self-employed;0;0;0;0;0;0;0;0;0;2;2;7;7;7;7;7;1240.99719238281;1.10136544704437
NA;man;1932;NA;NA;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;1824.54138183594;1.61925160884857
136521;woman;1926;Switzerland;german;Protestant or Reformed Church;about once a month;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;3;6;6;6;6;6;1187.33288574219;1.05373907089233
42741;man;1931;Switzerland;german;Protestant or Reformed Church;a few times a year;top management;NA;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;3;862.029052734375;0.765037178993225
123251;man;1937;Switzerland;french;Roman Catholic;religious celebrations and family events;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1666.43493652344;1.47893464565277
14691;woman;1937;Switzerland;german;Protestant or Reformed Church;about once a month;intermediate professions;other self-employed;0;1;1;1;1;1;1;1;1;1;1;1;3;3;3;6;964.503784179688;0.855981826782227
43951;woman;1928;Switzerland;german;no denomination or religion;only for family ceremonies;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1341.68212890625;1.19072163105011
144551;man;1951;Switzerland;german;no denomination or religion;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;868.383605957031;0.770676732063293
18831;man;1945;Switzerland;german;no denomination or religion;never;intermediate professions;NA;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1323.17834472656;1.17429983615875
99111;woman;1955;Switzerland;german;Protestant or Reformed Church;a few times a year;NA;NA;0;1;1;1;1;1;1;1;1;1;1;3;3;6;6;6;611.30859375;0.542526721954346
107811;woman;1938;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;916.108215332031;0.813031554222107
36041;man;1938;Switzerland;german;Protestant or Reformed Church;once a week;qualified manual professions;NA;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;1352.07934570312;1.19994902610779
113241;man;1954;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;NA;qualified non-manual professions;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;831.834533691406;0.738240003585815
12811;woman;1945;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1092.90625;0.969937026500702
62531;woman;1948;Switzerland;german;Roman Catholic;once a week;other self-employed;NA;0;0;0;1;1;1;1;1;3;6;6;6;6;6;6;6;574.97900390625;0.510284781455994
66901;man;1940;Switzerland;italian;NA;NA;NA;NA;0;0;0;1;1;1;1;1;1;1;1;1;1;1;3;6;2040.61328125;1.81101202964783
20311;woman;1951;Switzerland;french;no denomination or religion;only for family ceremonies;qualified non-manual professions;intermediate professions;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;689.885437011719;0.612262427806854
85751;woman;1943;Switzerland;german;Roman Catholic;once a week;other self-employed;other self-employed;1;1;1;1;1;1;1;1;1;1;1;1;3;6;6;6;1475.16918945312;1.3091893196106
105061;woman;1948;Switzerland;german;no denomination or religion;only for family ceremonies;qualified manual professions;NA;0;0;0;0;0;3;3;3;3;7;7;7;7;7;7;7;910.607543945312;0.808149755001068
124171;woman;1953;Switzerland;french;Roman Catholic;only for family ceremonies;unqualified non-manual and manual workers;academic professions and senior management;0;0;0;0;1;3;6;6;6;6;6;6;6;6;6;6;827.86767578125;0.734719455242157
100421;woman;1938;Switzerland;german;Protestant or Reformed Church;about once a month;qualified manual professions;NA;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;1623.26440429688;1.44062149524689
98591;man;1944;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;0;3;3;3;3;6;6;0;0
6601;man;1956;Switzerland;french;Roman Catholic;only for family ceremonies;intermediate professions;other self-employed;0;0;0;0;0;0;1;1;1;1;3;3;3;6;6;6;1109.18481445312;0.984384000301361
60851;man;1947;Itally;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;5;6;6;6;6;6;4716.40576171875;4.18573570251465
104621;woman;1952;Switzerland;NA;NA;NA;NA;NA;0;0;0;0;0;1;1;1;3;3;3;3;7;7;7;7;1734.22595214844;1.53909814357758
33101;man;1956;Switzerland;german;Roman Catholic;only for family ceremonies;qualified manual professions;unqualified non-manual and manual workers;0;0;0;1;1;1;1;1;1;1;1;1;1;1;3;3;797.403625488281;0.707683086395264
10031;man;1940;Germany;french;Roman Catholic;a few times a year;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1950.79626464844;1.73130083084106
NA;man;1937;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;1619.9375;1.43766891956329
135931;man;1936;Switzerland;german;no denomination or religion;only for family ceremonies;qualified manual professions;NA;0;0;0;0;0;0;0;0;3;6;6;6;6;6;6;6;1341.41625976562;1.19048571586609
58181;woman;1942;Switzerland;french;Roman Catholic;only for family ceremonies;NA;other self-employed;0;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;924.849426269531;0.820789217948914
87511;woman;1922;Switzerland;german;Protestant or Reformed Church;about once a month;academic professions and senior management;intermediate professions;0;0;0;0;0;5;5;5;6;6;6;6;6;6;6;6;1905.27954101562;1.6909054517746
46181;man;1953;Switzerland;italian;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;788.145263671875;0.699466466903687
33241;man;1941;Germany;german;Roman Catholic;about once a month;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2206.13623046875;1.95791101455688
102641;man;1930;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;918.037475585938;0.814743757247925
NA;woman;1921;NA;NA;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;1496.73645019531;1.32832992076874
60401;woman;1953;Switzerland;french;no denomination or religion;a few times a year;qualified non-manual professions;NA;0;0;0;0;1;1;1;3;3;6;6;6;6;6;6;6;716.8427734375;0.636186599731445
114331;man;1949;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;intermediate professions;other self-employed;0;0;0;0;1;1;1;1;3;3;3;6;6;6;6;6;842.353820800781;0.747575700283051
29701;man;1947;Switzerland;german;Protestant or Reformed Church;a few times a year;qualified manual professions;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1092.49865722656;0.96957528591156
33611;man;1954;Switzerland;german;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;729.025939941406;0.646999001502991
5301;woman;1934;Switzerland;french;Roman Catholic;once a week;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;1000.36895751953;0.887811660766602
118731;woman;1937;Switzerland;NA;NA;NA;NA;NA;0;0;0;0;0;0;3;6;6;6;6;6;6;6;6;6;1517.689453125;1.34692537784576
NA;woman;1947;NA;NA;NA;NA;other self-employed;other self-employed;0;0;0;1;1;6;6;6;6;6;6;6;6;6;6;6;797.559448242188;0.707821369171143
28551;woman;1937;Switzerland;german;Protestant or Reformed Church;a few times a year;academic professions and senior management;NA;0;0;0;0;0;0;1;1;1;1;1;3;6;6;6;6;1129.51977539062;1.00243091583252
82581;woman;1933;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;other self-employed;other self-employed;0;0;1;1;1;1;1;1;1;1;3;3;3;3;3;3;1150.14953613281;1.02073955535889
106821;woman;1940;Switzerland;german;NA;NA;NA;NA;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2363.56811523438;2.09762930870056
38461;man;1948;Switzerland;german;Roman Catholic;a few times a year;top management;NA;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;6;771.804138183594;0.684963941574097
117561;woman;1951;Switzerland;french;Jewish;only for family ceremonies;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;649.662536621094;0.576565265655518
56431;man;1950;Switzerland;french;Roman Catholic;never;top management;NA;0;0;0;0;0;3;3;6;6;6;6;6;6;6;6;6;751.322448730469;0.666786789894104
101161;woman;1956;Switzerland;german;Roman Catholic;about once a month;other self-employed;intermediate professions;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;738.674499511719;0.655561923980713
NA;man;1953;NA;NA;NA;NA;qualified non-manual professions;qualified non-manual professions;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;913.36181640625;0.810594141483307
44531;woman;1957;Switzerland;italian;Christian Catholic;a few times a year;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;886.682800292969;0.786916971206665
42271;man;1924;Switzerland;german;Roman Catholic;a few times a year;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;914.559631347656;0.811657249927521
106921;man;1955;Switzerland;german;no denomination or religion;a few times a year;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1055.080078125;0.93636691570282
139481;man;1932;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;1170.48608398438;1.03878796100616
63941;woman;1949;Switzerland;german;Protestant or Reformed Church;a few times a year;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;791.756530761719;0.702671408653259
NA;woman;1923;NA;NA;NA;NA;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;6;905.359191894531;0.803491950035095
NA;man;1951;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;7;2727.3046875;2.42043995857239
48451;woman;1946;Switzerland;french;Roman Catholic;once a week;qualified manual professions;NA;0;0;0;0;0;0;0;3;3;6;6;6;6;6;6;6;721.216369628906;0.640068113803864
118581;woman;1946;Switzerland;french;Roman Catholic;once a week;other self-employed;NA;0;0;0;0;5;5;5;5;5;5;6;6;6;6;6;6;907.817932128906;0.805674076080322
17721;woman;1944;Switzerland;french;Roman Catholic;once a week;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;888.065979003906;0.788144528865814
60931;man;1931;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;748.845520019531;0.664588570594788
122031;man;1956;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;1;3;6;6;6;6;6;6;6;6;6;6;0;0
82091;man;1952;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;6;856.790222167969;0.760387778282166
122621;man;1946;Switzerland;french;Roman Catholic;once a week;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;0;1;3;6;6;6;645.940368652344;0.573261857032776
8481;woman;1930;Switzerland;french;Protestant or Reformed Church;religious celebrations and family events;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;3;3;3;3;6;6;6;6;6;1304.4072265625;1.15764081478119
33411;man;1953;Netherlands and territories;german;no denomination or religion;only for family ceremonies;top management;unqualified non-manual and manual workers;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1881.47143554688;1.66977608203888
3331;man;1943;Switzerland;french;Roman Catholic;about once a month;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2302.64038085938;2.04355692863464
10231;woman;1929;Switzerland;french;other;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1138.69470214844;1.01057350635529
9911;man;1925;Switzerland;french;no denomination or religion;never;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;1266.82556152344;1.12428772449493
NA;man;1947;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1497.77282714844;1.32924973964691
80561;man;1928;Switzerland;NA;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;3;3;6;6;6;6;6;896.959899902344;0.79603773355484
146361;woman;1927;Switzerland;german;Roman Catholic;once a week;qualified manual professions;NA;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;1385.63586425781;1.22972989082336
14461;woman;1948;Switzerland;german;NA;NA;intermediate professions;qualified non-manual professions;0;0;0;0;0;0;0;3;3;6;6;6;6;6;6;6;764.480834960938;0.678464651107788
120901;man;1923;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;828.819458007812;0.735564172267914
23401;man;1955;Switzerland;german;Protestant or Reformed Church;only for religious celebrations;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1320.14221191406;1.17160534858704
49451;woman;1955;Switzerland;french;Protestant or Reformed Church;several times a week;qualified manual professions;qualified non-manual professions;0;0;0;0;0;0;0;0;1;1;6;6;6;6;6;6;641.800598144531;0.569587886333466
31991;man;1957;Switzerland;german;Roman Catholic;a few times a year;intermediate professions;NA;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;888.093505859375;0.788168966770172
127041;man;1924;Germany;french;Protestant or Reformed Church;a few times a year;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;1952.68957519531;1.73298120498657
128011;man;1933;Switzerland;french;Roman Catholic;once a week;other self-employed;NA;0;0;0;0;0;1;1;1;6;6;6;6;6;6;6;6;768.093139648438;0.681670486927032
105521;woman;1930;Switzerland;german;NA;NA;other self-employed;other self-employed;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1034.06530761719;0.917716562747955
85151;man;1937;Switzerland;NA;NA;NA;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;0;0;3;3;3;6;6;1357.31030273438;1.20459151268005
14741;man;1948;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;qualified manual professions;other self-employed;0;0;0;0;0;0;1;1;1;1;3;3;3;3;3;3;1251.89672851562;1.11103856563568
NA;woman;1909;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;2422.00341796875;2.14948987960815
42961;woman;1938;Switzerland;german;Roman Catholic;every two weeks;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;6;1148.32153320312;1.01911723613739
109001;woman;1954;United Kingdom and territories;german;no denomination or religion;only for family ceremonies;academic professions and senior management;NA;0;0;0;0;1;1;1;1;1;1;1;1;3;3;6;6;1889.94763183594;1.6772985458374
26091;woman;1936;Switzerland;german;Protestant or Reformed Church;once a week;NA;other self-employed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2456.759765625;2.180335521698
91261;woman;1932;Switzerland;german;other;several times a week;qualified non-manual professions;qualified non-manual professions;0;0;0;1;1;1;1;3;6;6;6;6;6;6;6;7;1127.89868164062;1.00099229812622
74941;woman;1936;Switzerland;german;NA;NA;academic professions and senior management;intermediate professions;0;0;0;0;0;0;0;0;0;0;3;3;3;3;6;6;986.484741210938;0.87548965215683
112981;man;1933;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;qualified non-manual professions;unqualified non-manual and manual workers;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1027.22314453125;0.911644279956818
138751;man;1946;Switzerland;german;Roman Catholic;a few times a year;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;822.549072265625;0.729999303817749
102921;woman;1933;Switzerland;german;Protestant or Reformed Church;once a week;intermediate professions;NA;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1101.17456054688;0.977275013923645
60461;man;1956;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;unqualified non-manual and manual workers;qualified non-manual professions;0;0;0;0;0;0;0;0;3;3;3;3;6;6;6;6;1054.27575683594;0.935653030872345
94541;woman;1947;Switzerland;italian;other Christian denomination;once a week;NA;NA;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1133.73181152344;1.00616908073425
62341;woman;1927;Switzerland;german;no denomination or religion;never;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1754.26623535156;1.55688345432281
46031;woman;1942;Switzerland;italian;Roman Catholic;once a week;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;3;3;3;6;6;1262.82446289062;1.1207367181778
52591;woman;1947;Switzerland;french;Roman Catholic;a few times a year;liberal professions;NA;0;0;0;0;0;0;0;0;3;3;3;3;3;6;6;6;628.567443847656;0.557843685150146
NA;woman;1936;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;3;3;6;6;6;6;6;6;1053.84094238281;0.935267150402069
78511;woman;1923;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;liberal professions;NA;0;0;0;0;0;0;1;3;3;3;3;3;3;3;3;3;1353.90771484375;1.20157170295715
11811;man;1938;Switzerland;german;Protestant or Reformed Church;a few times a year;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;877.647827148438;0.778898596763611
115251;woman;1920;Switzerland;french;Roman Catholic;once a week;intermediate professions;other self-employed;0;0;0;0;0;0;0;3;7;7;7;7;7;7;7;7;1628.12573242188;1.44493579864502
104621;man;1954;Switzerland;german;no denomination or religion;a few times a year;qualified non-manual professions;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;932.228576660156;0.827338099479675
99331;man;1944;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;907.31396484375;0.805226802825928
31881;man;1945;Switzerland;german;Protestant or Reformed Church;only for religious celebrations;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;6;897.157775878906;0.796213328838348
67141;woman;1955;Switzerland;german;Protestant or Reformed Church;a few times a year;qualified manual professions;NA;0;0;0;0;0;0;0;1;1;1;1;1;1;6;6;6;570.073120117188;0.50593090057373
NA;man;1952;NA;NA;NA;NA;NA;unqualified non-manual and manual workers;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;932.228576660156;0.827338099479675
53921;man;1929;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;0;1;1;1;1;1;1;3;3;3;3;3;841.839477539062;0.747119188308716
108631;man;1949;Switzerland;german;Protestant or Reformed Church;about once a month;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;3;3;3;6;6;6;759.431457519531;0.673983454704285
80601;man;1929;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1351.70825195312;1.19961965084076
84781;woman;1953;Switzerland;german;Roman Catholic;every two weeks;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;3;3;6;6;6;723.024291992188;0.641672611236572
58871;man;1943;Switzerland;french;NA;NA;NA;NA;0;0;0;0;2;2;2;2;2;7;7;7;7;7;7;7;2353.931640625;2.08907699584961
96531;woman;1953;Switzerland;italian;Roman Catholic;a few times a year;intermediate professions;NA;0;0;0;0;1;3;3;3;3;3;3;3;3;3;3;3;733.528198242188;0.650994718074799
134301;woman;1942;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;NA;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;1590.71081542969;1.41173076629639
42971;woman;1956;Switzerland;german;Protestant or Reformed Church;about once a month;academic professions and senior management;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;5;766.590209960938;0.680336654186249
45751;woman;1937;Switzerland;italian;Roman Catholic;a few times a year;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;3;3;3;3;6;6;6;1210.18835449219;1.07402300834656
113641;woman;1944;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;qualified manual professions;NA;0;0;0;0;1;1;1;1;3;6;6;6;6;6;6;6;1152.54956054688;1.02286946773529
127171;woman;1939;Switzerland;french;Protestant or Reformed Church;religious celebrations and family events;qualified manual professions;other self-employed;0;0;0;0;1;1;1;1;1;3;3;3;3;3;3;3;1362.27795410156;1.20900011062622
138301;man;1951;Switzerland;german;Roman Catholic;only for family ceremonies;qualified manual professions;NA;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;920.605285644531;0.817022621631622
118731;man;1933;Switzerland;french;Protestant or Reformed Church;a few times a year;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;0;3;6;6;6;6;6;760.792785644531;0.675191581249237
132231;woman;1931;Switzerland;NA;NA;NA;NA;NA;0;0;0;0;0;1;1;1;1;1;1;1;6;6;6;6;2205.998046875;1.95778846740723
58971;woman;1953;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;3;3;6;6;6;6;6;6;6;6;838.303283691406;0.743980944156647
64471;woman;1932;Switzerland;NA;NA;NA;NA;NA;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;1924.97180175781;1.7083820104599
56051;woman;1953;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;intermediate professions;qualified non-manual professions;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;865.354064941406;0.767988085746765
82311;man;1944;Switzerland;german;Roman Catholic;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;970.4384765625;0.861248791217804
15651;woman;1948;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;qualified manual professions;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;767.479614257812;0.681125998497009
113381;woman;1926;Switzerland;german;Protestant or Reformed Church;a few times a year;intermediate professions;other self-employed;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;792.74267578125;0.703546583652496
95851;woman;1915;Switzerland;NA;NA;NA;NA;other self-employed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2660.31884765625;2.36099100112915
86911;woman;1948;Switzerland;german;Roman Catholic;about once a month;intermediate professions;NA;0;0;0;1;1;3;6;6;6;6;6;6;6;6;6;6;778.897888183594;0.691259562969208
29101;man;1949;Switzerland;german;NA;NA;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;2;6;6;6;6;6;6;6;6;6;1624.552734375;1.44176495075226
33261;woman;1944;Switzerland;german;Roman Catholic;religious celebrations and family events;intermediate professions;NA;0;0;0;0;0;0;1;1;1;1;1;3;3;6;6;6;1270.25952148438;1.12733519077301
NA;man;1956;NA;NA;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;0;0
98991;man;1929;Switzerland;german;Protestant or Reformed Church;a few times a year;NA;other self-employed;0;0;0;0;0;0;0;0;0;0;0;3;6;6;6;6;837.414245605469;0.74319189786911
25801;man;1954;Switzerland;german;Roman Catholic;a few times a year;unqualified non-manual and manual workers;NA;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;687.28466796875;0.609954297542572
46121;man;1933;Switzerland;italian;Roman Catholic;religious celebrations and family events;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;967.419982910156;0.858569920063019
142101;man;1946;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;intermediate professions;NA;0;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;842.439147949219;0.74765145778656
136141;woman;1935;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;other self-employed;other self-employed;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1485.55688476562;1.31840825080872
60471;man;1951;Switzerland;french;Roman Catholic;once a week;other self-employed;NA;0;1;1;1;1;1;6;6;6;6;6;6;6;6;6;6;702.924987792969;0.623834848403931
99741;man;1939;Switzerland;german;no denomination or religion;only for family ceremonies;intermediate professions;intermediate professions;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.545532226562;0.881755948066711
NA;woman;1952;NA;NA;NA;NA;intermediate professions;NA;0;0;0;1;1;1;1;1;1;1;1;6;6;6;6;6;817.636108398438;0.72563910484314
46671;man;1943;Switzerland;italian;Christian Catholic;a few times a year;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;6;0;0
145711;man;1938;Switzerland;german;Roman Catholic;once a week;other self-employed;other self-employed;0;0;0;0;0;1;1;1;1;1;1;1;3;6;6;6;840.798950195312;0.746195793151855
102171;woman;1932;Switzerland;german;Protestant or Reformed Church;about once a month;other self-employed;other self-employed;0;1;1;1;1;1;3;6;6;6;6;6;6;6;6;6;964.503784179688;0.855981826782227
8361;woman;1933;Switzerland;french;Protestant or Reformed Church;never;other self-employed;intermediate professions;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1599.88073730469;1.41986882686615
97851;man;1931;Switzerland;german;Roman Catholic;once a week;NA;unqualified non-manual and manual workers;0;0;0;0;0;0;0;0;0;0;3;6;6;6;6;6;830.457824707031;0.737018167972565
123941;man;1945;Switzerland;french;no denomination or religion;never;intermediate professions;NA;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;1285.01843261719;1.14043354988098
92801;woman;1928;Switzerland;german;Roman Catholic;once a week;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1208.85827636719;1.07284259796143
22651;man;1937;Switzerland;german;no denomination or religion;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;1081.30114746094;0.959637701511383
130921;man;1957;Switzerland;german;NA;NA;NA;other self-employed;0;0;0;0;0;0;0;0;0;0;5;6;6;6;6;6;1104.42639160156;0.98016095161438
130971;woman;1947;Switzerland;german;Protestant or Reformed Church;every two weeks;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;829.61962890625;0.736274302005768
5371;man;1947;Switzerland;NA;NA;NA;NA;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1431.326171875;1.27027928829193
66511;woman;1947;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;NA;0;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;575.205200195312;0.510485529899597
31881;woman;1951;Switzerland;german;no denomination or religion;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;737.929077148438;0.654900372028351
